"id","prefix","question","answer","unit","topic","explanation"
"TD_AUG001","TD","A 2 μF capacitor is connected to a 12 V source. Calculate the charge stored on the capacitor.","24","μC","capacitor","For a capacitor, charge is Q = CU. With C in microfarads and U in volts, the charge comes out in microcoulombs. Substituting C = 2 μF and U = 12 V gives Q = 24 μC."
"TD_AUG002","TD","A capacitor of capacitance 5 μF is charged to 20 V. What charge is stored on it?","100","μC","capacitor","Use the capacitor relation Q = CU. Since C = 5 μF and U = 20 V, the charge is Q = 5×20 = 100 μC. This is the stored charge on the plates."
"TD_AUG003","TD","A 10 μF capacitor has a voltage of 15 V across its plates. Find the charge on the capacitor.","150","μC","capacitor","The charge on a capacitor is proportional to both capacitance and voltage. Apply Q = CU using C = 10 μF and U = 15 V. The result is Q = 150 μC."
"TD_AUG004","TD","A capacitor with C = 4 μF is connected across 30 V. Determine the stored charge.","120","μC","capacitor","Use Q = CU for the charge stored on a capacitor. With C = 4 μF and U = 30 V, Q = 4×30 = 120 μC. The microfarad-volt product gives microcoulombs."
"TD_AUG005","TD","A 6 μF capacitor is charged by a 25 V battery. Calculate its charge.","150","μC","capacitor","The battery sets the voltage across the capacitor. Using Q = CU gives Q = 6 μF × 25 V = 150 μC. Therefore the capacitor stores 150 μC of charge."
"TD_AUG006","TD","A capacitor has capacitance 8 μF and voltage 10 V. What is the charge on it?","80","μC","capacitor","Apply Q = CU. The capacitance is 8 μF and the voltage is 10 V, so Q = 80 μC. This is the magnitude of charge on either plate."
"TD_AUG007","TD","A 12 μF capacitor is maintained at 9 V. Find the charge stored on the plates.","108","μC","capacitor","For a capacitor, Q = CU. Substituting C = 12 μF and U = 9 V gives Q = 108 μC. The two plates carry equal and opposite charges of this magnitude."
"TD_AUG008","TD","A 15 μF capacitor is connected to a 6 V source. Calculate the charge stored.","90","μC","capacitor","The stored charge is found using Q = CU. With C = 15 μF and U = 6 V, Q = 15×6 = 90 μC. The answer is expressed in microcoulombs."
"TD_AUG009","TD","A 20 μF capacitor has a 5 V potential difference. What is its stored charge?","100","μC","capacitor","Use Q = CU. The capacitance 20 μF multiplied by voltage 5 V gives Q = 100 μC. This is the charge magnitude associated with the capacitor."
"TD_AUG010","TD","A 3 μF capacitor is charged to 40 V. Determine the charge on the capacitor.","120","μC","capacitor","The charge is directly proportional to voltage for a fixed capacitor. Use Q = CU = 3 μF × 40 V. This gives Q = 120 μC."
"TD_AUG011","TD","A capacitor stores 180 μC of charge when connected to 30 V. Find its capacitance.","6","μF","capacitor","Rearrange Q = CU to C = Q/U. With Q = 180 μC and U = 30 V, C = 180/30 = 6 μF. The unit remains microfarads because Q was in microcoulombs."
"TD_AUG012","TD","A charge of 240 μC is stored on a capacitor at 12 V. Calculate the capacitance.","20","μF","capacitor","Use C = Q/U. Substituting Q = 240 μC and U = 12 V gives C = 20 μF. This capacitance would store the given charge at the stated voltage."
"TD_AUG013","TD","A capacitor carries 90 μC at a voltage of 15 V. What is its capacitance?","6","μF","capacitor","From Q = CU, the unknown capacitance is C = Q/U. Using Q = 90 μC and U = 15 V gives C = 6 μF. The calculation uses matching microcoulomb and volt units."
"TD_AUG014","TD","A capacitor has charge 300 μC and potential difference 50 V. Determine its capacitance.","6","μF","capacitor","The capacitor relation is Q = CU. Solving for C gives C = Q/U. With Q = 300 μC and U = 50 V, the capacitance is 6 μF."
"TD_AUG015","TD","A capacitor stores 72 μC when the voltage is 8 V. Calculate C.","9","μF","capacitor","Use C = Q/U because charge and voltage are given. Substituting Q = 72 μC and U = 8 V gives C = 9 μF. This is the required capacitance."
"TD_AUG016","TD","A 4 μF capacitor stores 200 μC of charge. Find the voltage across it.","50","V","capacitor","Use U = Q/C, rearranged from Q = CU. With Q = 200 μC and C = 4 μF, U = 200/4 = 50 V. The micro units cancel correctly."
"TD_AUG017","TD","A 10 μF capacitor has charge 250 μC. Determine the voltage across the capacitor.","25","V","capacitor","Voltage is found from U = Q/C. Substituting Q = 250 μC and C = 10 μF gives U = 25 V. The result is the potential difference between the plates."
"TD_AUG018","TD","A capacitor of 6 μF holds 180 μC. What voltage is across its plates?","30","V","capacitor","Use the relation U = Q/C. With Q = 180 μC and C = 6 μF, U = 180/6 = 30 V. This is the capacitor voltage."
"TD_AUG019","TD","A 12 μF capacitor stores 96 μC. Find the voltage applied to it.","8","V","capacitor","For a capacitor, U = Q/C. The stored charge is 96 μC and the capacitance is 12 μF. Dividing gives U = 8 V. The micro units cancel to volts."
"TD_AUG020","TD","A capacitor has C = 5 μF and charge Q = 75 μC. Calculate the voltage.","15","V","capacitor","Rearrange Q = CU to U = Q/C. Using Q = 75 μC and C = 5 μF gives U = 15 V. This voltage would produce the stated charge."
"TD_AUG021","TD","A 10 μF capacitor is charged to 20 V. Calculate the energy stored in the capacitor.","2","mJ","capacitor","The stored electric energy is W = 1/2 CU². With C in μF, the energy in μJ is 0.5CU². Here W = 0.5×10×20² = 2000 μJ, which is 2 mJ."
"TD_AUG022","TD","A 5 μF capacitor has a voltage of 40 V. Find the stored electric energy.","4","mJ","capacitor","Use W = 1/2 CU². Substituting C = 5 μF and U = 40 V gives W = 0.5×5×1600 = 4000 μJ. Converting to millijoules gives 4 mJ."
"TD_AUG023","TD","A capacitor with C = 8 μF is charged to 25 V. Determine its stored energy.","2.5","mJ","capacitor","Capacitor energy depends on the square of voltage: W = 1/2 CU². With C = 8 μF and U = 25 V, W = 0.5×8×625 = 2500 μJ. This is 2.5 mJ."
"TD_AUG024","TD","A 20 μF capacitor is connected across 10 V. Calculate the energy stored.","1","mJ","capacitor","Use W = 1/2 CU². With C = 20 μF and U = 10 V, W = 0.5×20×100 = 1000 μJ. Therefore the stored energy is 1 mJ."
"TD_AUG025","TD","A 2 μF capacitor is charged to 50 V. Find the electric energy stored.","2.5","mJ","capacitor","The energy in a charged capacitor is W = 1/2 CU². Substituting C = 2 μF and U = 50 V gives 0.5×2×2500 = 2500 μJ. That equals 2.5 mJ."
"TD_AUG026","TD","A 4 μF capacitor has a potential difference of 30 V. Calculate its stored energy.","1.8","mJ","capacitor","Use W = 1/2 CU². With C = 4 μF and U = 30 V, W = 0.5×4×900 = 1800 μJ. This is 1.8 mJ."
"TD_AUG027","TD","A 12 μF capacitor is charged to 10 V. What is the stored energy?","0.6","mJ","capacitor","The energy formula is W = 1/2 CU². Substitute C = 12 μF and U = 10 V to get W = 0.5×12×100 = 600 μJ. Converting gives 0.6 mJ."
"TD_AUG028","TD","A 6 μF capacitor is connected to 20 V. Find the energy stored in it.","1.2","mJ","capacitor","Use W = 1/2 CU². With C = 6 μF and U = 20 V, W = 0.5×6×400 = 1200 μJ. Thus the stored energy is 1.2 mJ."
"TD_AUG029","TD","A 15 μF capacitor has voltage 20 V. Calculate the stored electric energy.","3","mJ","capacitor","The capacitor energy is W = 1/2 CU². Substituting C = 15 μF and U = 20 V gives W = 0.5×15×400 = 3000 μJ. This equals 3 mJ."
"TD_AUG030","TD","A 25 μF capacitor is charged to 8 V. Determine the energy stored.","0.8","mJ","capacitor","Apply W = 1/2 CU². With C = 25 μF and U = 8 V, W = 0.5×25×64 = 800 μJ. The stored energy is 0.8 mJ."
"TD_AUG031","TD","Two capacitors of 4 μF and 6 μF are connected in parallel. Find the equivalent capacitance.","10","μF","capacitor","For capacitors in parallel, capacitances add directly because they share the same voltage. Thus Ceq = 4 μF + 6 μF. The equivalent capacitance is 10 μF."
"TD_AUG032","TD","Capacitors of 3 μF and 9 μF are connected in parallel. Determine the equivalent capacitance.","12","μF","capacitor","Parallel capacitors have the same voltage, so their stored charges add. This makes the equivalent capacitance the sum of individual capacitances. Therefore Ceq = 3 + 9 = 12 μF."
"TD_AUG033","TD","A 5 μF capacitor and a 15 μF capacitor are connected in parallel. Calculate Ceq.","20","μF","capacitor","In a parallel connection, Ceq = C1 + C2. Using C1 = 5 μF and C2 = 15 μF gives Ceq = 20 μF. No reciprocal formula is used for parallel capacitors."
"TD_AUG034","TD","Three capacitors 2 μF, 3 μF, and 5 μF are connected in parallel. Find the equivalent capacitance.","10","μF","capacitor","For a parallel capacitor group, all capacitances add. Thus Ceq = 2 + 3 + 5 = 10 μF. The equivalent capacitor stores the same total charge at the same voltage."
"TD_AUG035","TD","Two identical 8 μF capacitors are connected in parallel. Calculate the equivalent capacitance.","16","μF","capacitor","Parallel capacitances add directly. Since the two capacitors are identical, Ceq = 8 μF + 8 μF = 16 μF. The equivalent capacitance is larger than either individual capacitor."
"TD_AUG036","TD","Two capacitors 6 μF and 3 μF are connected in series. Find the equivalent capacitance.","2","μF","capacitor","For series capacitors, use 1/Ceq = 1/C1 + 1/C2. Thus Ceq = C1C2/(C1 + C2) = 6×3/(6+3). This gives Ceq = 2 μF. Series capacitance is smaller than either capacitor."
"TD_AUG037","TD","A 4 μF capacitor and a 4 μF capacitor are connected in series. Determine Ceq.","2","μF","capacitor","For two identical capacitors in series, the equivalent capacitance is half of one capacitor. Using the reciprocal rule gives Ceq = 4/2 = 2 μF. Series connection reduces capacitance."
"TD_AUG038","TD","Capacitors of 10 μF and 5 μF are connected in series. Calculate the equivalent capacitance.","3.33","μF","capacitor","Use the series formula Ceq = C1C2/(C1 + C2). With C1 = 10 μF and C2 = 5 μF, Ceq = 50/15 = 3.33 μF. The result is less than the smaller capacitor."
"TD_AUG039","TD","Two capacitors 12 μF and 6 μF are connected in series. Find the equivalent capacitance.","4","μF","capacitor","Series capacitors combine by reciprocals. For two capacitors, Ceq = C1C2/(C1 + C2). Substituting 12 μF and 6 μF gives 72/18 = 4 μF. This is less than 6 μF."
"TD_AUG040","TD","A 9 μF capacitor and an 18 μF capacitor are connected in series. Calculate Ceq.","6","μF","capacitor","For series connection, use Ceq = C1C2/(C1 + C2). With values 9 μF and 18 μF, Ceq = 162/27 = 6 μF. This is smaller than 9 μF."
"TD_AUG041","TD","A 10 μF capacitor connected to 12 V is then disconnected. What charge remains on it, assuming no leakage?","120","μC","capacitor","Once disconnected with no leakage, the capacitor keeps its stored charge. First compute Q = CU = 10 μF×12 V = 120 μC. Therefore the remaining charge is 120 μC."
"TD_AUG042","TD","A 6 μF capacitor is charged to 18 V. If isolated afterward, what is the charge magnitude on each plate?","108","μC","capacitor","The charge on a capacitor is Q = CU. With C = 6 μF and U = 18 V, Q = 108 μC. Isolation means the charge remains unchanged after the source is removed."
"TD_AUG043","TD","A 5 μF capacitor stores 250 μC. If its capacitance is unchanged, what voltage is across it?","50","V","capacitor","Use U = Q/C. The charge is 250 μC and the capacitance is 5 μF, so U = 250/5 = 50 V. The ratio of microcoulombs to microfarads gives volts."
"TD_AUG044","TD","A 15 μF capacitor stores 45 μC. Calculate the potential difference across it.","3","V","capacitor","From Q = CU, solve U = Q/C. Substituting Q = 45 μC and C = 15 μF gives U = 3 V. This is the potential difference across the plates."
"TD_AUG045","TD","A 30 μF capacitor is charged to 4 V. Find the stored charge.","120","μC","capacitor","The stored charge follows Q = CU. With C = 30 μF and U = 4 V, Q = 120 μC. The charge magnitude is the same on both plates, with opposite signs."
"TD_AUG046","TD","A capacitor has C = 7 μF and voltage 11 V. Determine the stored charge.","77","μC","capacitor","Use Q = CU. Multiplying 7 μF by 11 V gives 77 μC. This result uses the convenient fact that microfarad times volt equals microcoulomb."
"TD_AUG047","TD","A 9 μF capacitor has 27 V across it. Calculate Q.","243","μC","capacitor","Charge is proportional to voltage for a fixed capacitor. Use Q = CU = 9 μF×27 V. The stored charge is Q = 243 μC."
"TD_AUG048","TD","A 25 μF capacitor is charged to 12 V. What is the charge stored?","300","μC","capacitor","Apply Q = CU directly. With C = 25 μF and U = 12 V, Q = 25×12 = 300 μC. The answer is the charge magnitude."
