"id","prefix","question","answer","unit","topic","explanation"
"DDT_AUG001","DDT","An ideal LC circuit has a 10 μF capacitor initially charged to 20 V. Find the total electromagnetic energy.","2","mJ","LC_oscillation","In an ideal LC circuit, the initial capacitor energy becomes the total conserved energy. Use W = 1/2 CU². With C = 10 μF and U = 20 V, W = 0.5×10×400 = 2000 μJ = 2 mJ."
"DDT_AUG002","DDT","An LC oscillator uses a 5 μF capacitor charged to 40 V. Calculate the total energy.","4","mJ","LC_oscillation","At the initial charged state, all energy is electric energy in the capacitor. Use W = 1/2 CU². Substitution gives 0.5×5×40² = 4000 μJ, so the total LC energy is 4 mJ."
"DDT_AUG003","DDT","A 20 μF capacitor in an ideal LC circuit is initially at 10 V. Determine the conserved energy.","1","mJ","LC_oscillation","The ideal circuit conserves energy after the capacitor starts charged. The total energy equals W = 1/2 CU². With C = 20 μF and U = 10 V, W = 1000 μJ = 1 mJ."
"DDT_AUG004","DDT","An LC circuit has C = 2 μF and initial capacitor voltage 50 V. Find the total electromagnetic energy.","2.5","mJ","LC_oscillation","Use the capacitor energy at maximum voltage as the total LC energy. W = 1/2 CU² = 0.5×2×50² μJ. This gives 2500 μJ, or 2.5 mJ."
"DDT_AUG005","DDT","A capacitor C = 8 μF is charged to 25 V in an ideal LC circuit. Calculate the total energy.","2.5","mJ","LC_oscillation","Since the LC circuit is ideal, no energy is lost. Initially the energy is stored in the capacitor: W = 1/2 CU². With C = 8 μF and U = 25 V, W = 2500 μJ = 2.5 mJ."
"DDT_AUG006","DDT","An ideal LC circuit starts with a 4 μF capacitor charged to 30 V. Find the oscillation energy.","1.8","mJ","LC_oscillation","The oscillation energy is the initial electric energy in the charged capacitor. Apply W = 1/2 CU². Substituting C = 4 μF and U = 30 V gives 1800 μJ, so W = 1.8 mJ."
"DDT_AUG007","DDT","A 12 μF capacitor in an LC circuit is initially charged to 10 V. Determine total energy.","0.6","mJ","LC_oscillation","At maximum capacitor voltage, all energy is electric. Use W = 1/2 CU². With C = 12 μF and U = 10 V, W = 600 μJ. Therefore the total energy is 0.6 mJ."
"DDT_AUG008","DDT","An LC circuit has C = 25 μF and initial Umax = 20 V. Calculate the conserved energy.","5","mJ","LC_oscillation","The maximum capacitor energy equals the total electromagnetic energy. Use W = 1/2 CUmax². With C = 25 μF and Umax = 20 V, W = 5000 μJ = 5 mJ."
"DDT_AUG009","DDT","A 16 μF capacitor is initially charged to 25 V in an ideal LC circuit. Find the total energy.","5","mJ","LC_oscillation","Use conservation of electromagnetic energy. Initially the capacitor stores W = 1/2 CU². Substituting C = 16 μF and U = 25 V gives W = 5000 μJ, which is 5 mJ."
"DDT_AUG010","DDT","A 50 μF capacitor in an ideal LC circuit is charged to 20 V. Calculate the total energy.","10","mJ","LC_oscillation","The initial capacitor energy becomes the total oscillation energy. Use W = 1/2 CU². With C = 50 μF and U = 20 V, W = 10000 μJ. Therefore W = 10 mJ."
