"id","prefix","question","answer","unit","topic","explanation"
"CHLT031","CHLT","An RLC series circuit has R = 20 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","For resonance, the source frequency must equal f0 = 1/(2π√LC). Using L = 0.3 H and C = 30 μF gives f0 = 53.05 Hz. Since the source frequency is 53.05 Hz, the answer is Yes."
"CHLT032","CHLT","An RLC series circuit has R = 30 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The resonant frequency depends on L and C. Substituting L = 0.08 H and C = 80 μF into f0 = 1/(2π√LC) gives 62.91 Hz. The given frequency matches, so the circuit resonates."
"CHLT033","CHLT","An RLC series circuit has R = 40 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The resistance affects damping, not the resonance frequency. With L = 0.5 H and C = 20 μF, f0 is 50.33 Hz. The source frequency equals that value, so electrical resonance occurs."
"CHLT034","CHLT","An RLC series circuit has R = 50 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","Use the LC resonance formula f0 = 1/(2π√LC). For L = 0.2 H and C = 50 μF, the calculated f0 is 50.33 Hz. The source is at this frequency, so the circuit reaches resonance."
"CHLT035","CHLT","An RLC series circuit has R = 60 Ω, L = 0.1 H, and C = 25 μF. If the AC source frequency is 100.66 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","For L = 0.1 H and C = 25 μF, the resonant frequency is 100.66 Hz. Since the source frequency is also 100.66 Hz, XL and XC are equal. Thus the circuit is resonant."
"CHLT036","CHLT","An RLC series circuit has R = 20 Ω, L = 0.4 H, and C = 10 μF. If the AC source frequency is 79.58 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The circuit resonates when the AC frequency equals 1/(2π√LC). With L = 0.4 H and C = 10 μF, that value is 79.58 Hz. The supplied frequency matches, so the answer is Yes."
"CHLT037","CHLT","An RLC series circuit has R = 30 Ω, L = 0.3 H, and C = 30 μF. If the AC source frequency is 53.05 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","Substituting L = 0.3 H and C = 30 μF into the resonance formula gives f0 = 53.05 Hz. Because the source frequency is exactly this value, the circuit reaches electrical resonance."
"CHLT038","CHLT","An RLC series circuit has R = 40 Ω, L = 0.08 H, and C = 80 μF. If the AC source frequency is 62.91 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The natural resonant frequency for L = 0.08 H and C = 80 μF is 62.91 Hz. The applied frequency is the same, so the inductive and capacitive reactances cancel. The circuit is resonant."
"CHLT039","CHLT","An RLC series circuit has R = 50 Ω, L = 0.5 H, and C = 20 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","The LC pair sets f0 = 50.33 Hz for L = 0.5 H and C = 20 μF. The source frequency is equal to that resonant frequency. Therefore the circuit reaches resonance."
"CHLT040","CHLT","An RLC series circuit has R = 60 Ω, L = 0.2 H, and C = 50 μF. If the AC source frequency is 50.33 Hz, does the circuit reach electrical resonance?","Yes","-","ac_resonance","Check resonance by comparing the applied frequency with f0 = 1/(2π√LC). For L = 0.2 H and C = 50 μF, the natural frequency is 50.33 Hz. Since the source frequency is exactly 50.33 Hz, XL equals XC and the circuit is resonant."
